playerId,season,name,team,position,situation,games_played,goals,rebounds,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerGoals,mediumDangerGoals,highDangerGoals,penalityMinutes,penalties
8478039,2022,Kaapo Kahkonen,SJS,G,all,37,135,107,1152,338,109,44,59,32,0,0
8478039,2022,Kaapo Kahkonen,SJS,G,5on5,37,100,84,942,263,81,36,46,18,0,0
8478039,2022,Kaapo Kahkonen,SJS,G,4on5,37,20,19,152,51,21,4,5,11,0,0
8478039,2022,Kaapo Kahkonen,SJS,G,5on4,37,5,2,20,10,2,1,3,1,0,0
8482447,2022,Leevi Merilainen,OTT,G,other,2,1,3,5,3,3,1,0,0,0,0
8482447,2022,Leevi Merilainen,OTT,G,all,2,6,7,47,17,6,5,1,0,0,0
8482447,2022,Leevi Merilainen,OTT,G,5on5,2,2,3,33,10,2,1,1,0,0,0
8482447,2022,Leevi Merilainen,OTT,G,4on5,2,2,1,5,4,1,2,0,0,0,0
8482447,2022,Leevi Merilainen,OTT,G,5on4,2,1,0,4,0,0,1,0,0,0,0
8470880,2022,Brian Elliott,TBL,G,other,22,2,6,21,15,5,0,2,0,0,0
8470880,2022,Brian Elliott,TBL,G,all,22,75,67,646,230,71,24,31,20,0,0
8470880,2022,Brian Elliott,TBL,G,5on5,22,52,51,539,163,48,23,19,10,0,0
8470880,2022,Brian Elliott,TBL,G,4on5,22,18,10,71,44,15,1,8,9,0,0
8470880,2022,Brian Elliott,TBL,G,5on4,22,2,0,14,5,3,0,1,1,0,0
8477424,2022,Juuse Saros,NSH,G,other,64,18,7,64,60,17,4,8,6,0,0
8477424,2022,Juuse Saros,NSH,G,all,64,171,206,2025,683,222,43,74,54,0,0
8477424,2022,Juuse Saros,NSH,G,5on5,64,116,156,1599,508,146,36,51,29,0,0
8477424,2022,Juuse Saros,NSH,G,4on5,64,31,39,310,90,49,1,12,18,0,0
8477424,2022,Juuse Saros,NSH,G,5on4,64,6,4,50,23,10,2,3,1,0,0
8475311,2022,Darcy Kuemper,WSH,G,other,57,7,7,66,22,15,0,0,7,0,0
8475311,2022,Darcy Kuemper,WSH,G,all,57,154,153,1736,503,154,45,60,49,4,2
8475311,2022,Darcy Kuemper,WSH,G,5on5,57,116,120,1422,390,105,41,49,26,4,2
8475311,2022,Darcy Kuemper,WSH,G,4on5,57,24,26,205,78,32,3,6,15,0,0
8475311,2022,Darcy Kuemper,WSH,G,5on4,57,6,0,40,11,2,1,4,1,0,0
8479973,2022,Stuart Skinner,EDM,G,other,50,10,5,50,30,12,1,5,4,0,0
8479973,2022,Stuart Skinner,EDM,G,all,50,133,129,1513,449,125,42,50,41,0,0
8479973,2022,Stuart Skinner,EDM,G,5on5,50,87,92,1180,339,81,35,32,20,0,0
8479973,2022,Stuart Skinner,EDM,G,4on5,50,31,32,248,68,30,4,11,16,0,0
8479973,2022,Stuart Skinner,EDM,G,5on4,50,4,0,30,9,2,1,2,1,0,0
8481020,2022,Justus Annunen,COL,G,other,2,0,0,0,0,0,0,0,0,0,0
8481020,2022,Justus Annunen,COL,G,all,2,7,3,54,10,4,3,3,1,0,0
8481020,2022,Justus Annunen,COL,G,5on5,2,6,3,45,10,3,3,3,0,0,0
8481020,2022,Justus Annunen,COL,G,4on5,2,1,0,6,0,1,0,0,1,0,0
8481020,2022,Justus Annunen,COL,G,5on4,2,0,0,3,0,0,0,0,0,0,0
8474636,2022,Michael Hutchinson,CBJ,G,other,16,2,3,5,5,4,0,1,1,0,0
8474636,2022,Michael Hutchinson,CBJ,G,all,16,54,41,412,176,39,16,26,12,0,0
8474636,2022,Michael Hutchinson,CBJ,G,5on5,16,41,36,352,139,28,14,21,6,0,0
8474636,2022,Michael Hutchinson,CBJ,G,4on5,16,9,2,40,20,6,2,2,5,0,0
8474636,2022,Michael Hutchinson,CBJ,G,5on4,16,1,0,13,6,1,0,1,0,0,0
8480925,2022,Pavel Francouz,COL,G,other,16,4,1,12,6,3,2,1,1,0,0
8480925,2022,Pavel Francouz,COL,G,all,16,42,44,495,134,38,12,18,12,0,0
8480925,2022,Pavel Francouz,COL,G,5on5,16,30,38,405,105,26,9,13,8,0,0
8480925,2022,Pavel Francouz,COL,G,4on5,16,6,5,62,19,9,1,2,3,0,0
8480925,2022,Pavel Francouz,COL,G,5on4,16,2,0,15,4,0,0,2,0,0,0
8473575,2022,Semyon Varlamov,NYI,G,other,23,5,3,24,17,7,1,3,1,0,0
8473575,2022,Semyon Varlamov,NYI,G,all,23,60,62,731,196,58,23,25,12,0,0
8473575,2022,Semyon Varlamov,NYI,G,5on5,23,42,47,605,140,36,19,16,7,0,0
8473575,2022,Semyon Varlamov,NYI,G,4on5,23,11,10,82,34,12,2,6,3,0,0
8473575,2022,Semyon Varlamov,NYI,G,5on4,23,1,1,20,3,2,1,0,0,0,0
8483183,2022,Jett Alexander,TOR,G,other,1,0,0,0,0,0,0,0,0,0,0
8483183,2022,Jett Alexander,TOR,G,all,1,0,0,0,0,0,0,0,0,0,0
8483183,2022,Jett Alexander,TOR,G,5on5,1,0,0,0,0,0,0,0,0,0,0
8483183,2022,Jett Alexander,TOR,G,4on5,1,0,0,0,0,0,0,0,0,0,0
8483183,2022,Jett Alexander,TOR,G,5on4,1,0,0,0,0,0,0,0,0,0,0
8480199,2022,Eetu Makiniemi,SJS,G,other,2,0,0,6,1,0,0,0,0,0,0
8480199,2022,Eetu Makiniemi,SJS,G,all,2,3,1,37,5,4,2,0,1,0,0
8480199,2022,Eetu Makiniemi,SJS,G,5on5,2,1,1,24,1,2,1,0,0,0,0
8480199,2022,Eetu Makiniemi,SJS,G,4on5,2,1,0,3,2,1,0,0,1,0,0
8480199,2022,Eetu Makiniemi,SJS,G,5on4,2,0,0,0,1,0,0,0,0,0,0
8479406,2022,Filip Gustavsson,MIN,G,other,39,11,10,49,23,17,0,2,9,0,0
8479406,2022,Filip Gustavsson,MIN,G,all,39,81,102,1247,306,96,26,29,26,0,0
8479406,2022,Filip Gustavsson,MIN,G,5on5,39,56,75,994,242,60,24,23,9,0,0
8479406,2022,Filip Gustavsson,MIN,G,4on5,39,12,15,172,26,15,2,2,8,0,0
8479406,2022,Filip Gustavsson,MIN,G,5on4,39,1,0,24,6,3,0,1,0,0,0
8478492,2022,Ilya Samsonov,TOR,G,other,42,7,6,39,15,7,3,2,2,0,0
8478492,2022,Ilya Samsonov,TOR,G,all,42,96,116,1220,329,127,46,24,26,0,0
8478492,2022,Ilya Samsonov,TOR,G,5on5,42,69,91,967,274,91,39,18,12,0,0
8478492,2022,Ilya Samsonov,TOR,G,4on5,42,17,18,165,28,25,3,2,12,0,0
8478492,2022,Ilya Samsonov,TOR,G,5on4,42,2,0,37,6,3,0,2,0,0,0
8482821,2022,Arvid Soderblom,CHI,G,other,15,2,0,3,5,2,0,1,1,0,0
8482821,2022,Arvid Soderblom,CHI,G,all,15,48,39,449,126,49,16,18,14,0,0
8482821,2022,Arvid Soderblom,CHI,G,5on5,15,34,35,390,105,36,15,12,7,0,0
8482821,2022,Arvid Soderblom,CHI,G,4on5,15,9,3,42,8,8,1,3,5,0,0
8482821,2022,Arvid Soderblom,CHI,G,5on4,15,3,1,10,8,3,0,2,1,0,0
8475809,2022,Scott Wedgewood,DAL,G,other,21,4,1,7,10,5,0,3,1,0,0
8475809,2022,Scott Wedgewood,DAL,G,all,21,51,47,584,170,62,15,25,11,0,0
8475809,2022,Scott Wedgewood,DAL,G,5on5,21,35,39,489,117,38,13,17,5,0,0
8475809,2022,Scott Wedgewood,DAL,G,4on5,21,12,6,67,40,15,2,5,5,0,0
8475809,2022,Scott Wedgewood,DAL,G,5on4,21,0,1,17,3,4,0,0,0,0,0
8477831,2022,Pheonix Copley,LAK,G,other,37,9,2,44,20,5,3,5,1,0,0
8477831,2022,Pheonix Copley,LAK,G,all,37,92,90,1015,272,98,34,30,28,9,3
8477831,2022,Pheonix Copley,LAK,G,5on5,37,58,69,772,216,64,28,20,10,9,3
8477831,2022,Pheonix Copley,LAK,G,4on5,37,23,17,174,29,25,3,3,17,0,0
8477831,2022,Pheonix Copley,LAK,G,5on4,37,1,0,21,3,2,0,1,0,0,0
8481544,2022,Mads Sogaard,OTT,G,other,19,3,5,21,14,7,0,2,1,0,0
8481544,2022,Mads Sogaard,OTT,G,all,19,58,38,514,153,55,22,20,16,0,0
8481544,2022,Mads Sogaard,OTT,G,5on5,19,42,23,383,111,32,21,13,8,0,0
8481544,2022,Mads Sogaard,OTT,G,4on5,19,9,10,97,21,12,0,3,6,0,0
8481544,2022,Mads Sogaard,OTT,G,5on4,19,3,0,11,7,4,0,2,1,0,0
8480263,2022,Dylan Ferguson,OTT,G,other,2,0,1,1,3,1,0,0,0,0,0
8480263,2022,Dylan Ferguson,OTT,G,all,2,5,9,80,24,9,1,2,2,0,0
8480263,2022,Dylan Ferguson,OTT,G,5on5,2,4,8,75,19,7,1,2,1,0,0
8480263,2022,Dylan Ferguson,OTT,G,4on5,2,1,0,4,2,1,0,0,1,0,0
8480263,2022,Dylan Ferguson,OTT,G,5on4,2,0,0,0,0,0,0,0,0,0,0
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,other,33,8,5,50,29,10,2,2,4,2,1
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,all,33,115,99,970,340,113,36,45,34,2,1
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,5on5,33,84,77,775,268,71,33,38,13,0,0
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,4on5,33,21,17,129,33,30,1,3,17,0,0
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,5on4,33,2,0,16,10,2,0,2,0,0,0
8480238,2022,Jiri Patera,VGK,G,other,2,0,0,1,0,0,0,0,0,0,0
8480238,2022,Jiri Patera,VGK,G,all,2,5,10,63,17,10,1,0,4,0,0
8480238,2022,Jiri Patera,VGK,G,5on5,2,4,6,52,16,7,1,0,3,0,0
8480238,2022,Jiri Patera,VGK,G,4on5,2,1,2,8,0,1,0,0,1,0,0
8480238,2022,Jiri Patera,VGK,G,5on4,2,0,2,2,1,2,0,0,0,0,0
8477361,2022,Cal Petersen,LAK,G,other,10,5,0,15,16,3,3,0,2,0,0
8477361,2022,Cal Petersen,LAK,G,all,10,34,16,253,90,16,16,7,11,0,0
8477361,2022,Cal Petersen,LAK,G,5on5,10,19,12,207,57,9,9,5,5,0,0
8477361,2022,Cal Petersen,LAK,G,4on5,10,10,4,26,15,4,4,2,4,0,0
8477361,2022,Cal Petersen,LAK,G,5on4,10,0,0,5,2,0,0,0,0,0,0
8471734,2022,Jonathan Quick,VGK,G,other,41,11,10,60,36,12,1,5,5,0,0
8471734,2022,Jonathan Quick,VGK,G,all,41,127,108,1075,337,111,45,52,30,4,2
8471734,2022,Jonathan Quick,VGK,G,5on5,41,86,82,849,251,78,39,36,11,4,2
8471734,2022,Jonathan Quick,VGK,G,4on5,41,24,15,141,38,18,4,7,13,0,0
8471734,2022,Jonathan Quick,VGK,G,5on4,41,5,1,25,11,3,1,3,1,0,0
8477293,2022,Antti Raanta,CAR,G,other,27,2,2,17,8,5,0,2,0,0,0
8477293,2022,Antti Raanta,CAR,G,all,27,58,54,638,205,50,23,23,12,0,0
8477293,2022,Antti Raanta,CAR,G,5on5,27,35,36,487,146,27,19,14,2,0,0
8477293,2022,Antti Raanta,CAR,G,4on5,27,17,14,106,36,15,4,4,9,0,0
8477293,2022,Antti Raanta,CAR,G,5on4,27,3,1,25,10,2,0,2,1,0,0
8474889,2022,Martin Jones,SEA,G,other,48,12,7,42,23,20,1,4,7,0,0
8474889,2022,Martin Jones,SEA,G,all,48,131,97,1201,363,132,31,56,44,0,0
8474889,2022,Martin Jones,SEA,G,5on5,48,86,69,958,278,72,25,42,19,0,0
8474889,2022,Martin Jones,SEA,G,4on5,48,28,20,168,53,35,3,9,16,0,0
8474889,2022,Martin Jones,SEA,G,5on4,48,4,1,32,9,5,1,1,2,0,0
8470860,2022,Jaroslav Halak,NYR,G,other,25,6,4,22,11,9,2,2,2,0,0
8470860,2022,Jaroslav Halak,NYR,G,all,25,66,67,695,192,76,22,28,16,0,0
8470860,2022,Jaroslav Halak,NYR,G,5on5,25,51,52,570,144,56,19,21,11,0,0
8470860,2022,Jaroslav Halak,NYR,G,4on5,25,6,10,84,26,10,1,2,3,0,0
8470860,2022,Jaroslav Halak,NYR,G,5on4,25,1,1,18,7,1,0,1,0,0,0
8479380,2022,Dylan Wells,CHI,G,other,1,0,0,0,1,0,0,0,0,0,0
8479380,2022,Dylan Wells,CHI,G,all,1,1,0,14,5,2,1,0,0,0,0
8479380,2022,Dylan Wells,CHI,G,5on5,1,0,0,13,4,2,0,0,0,0,0
8479380,2022,Dylan Wells,CHI,G,4on5,1,1,0,1,0,0,1,0,0,0,0
8479380,2022,Dylan Wells,CHI,G,5on4,1,0,0,0,0,0,0,0,0,0,0
8475883,2022,Frederik Andersen,CAR,G,other,34,6,10,39,16,13,0,4,2,0,0
8475883,2022,Frederik Andersen,CAR,G,all,34,82,88,831,236,83,28,38,16,0,0
8475883,2022,Frederik Andersen,CAR,G,5on5,34,62,62,687,181,51,27,28,7,0,0
8475883,2022,Frederik Andersen,CAR,G,4on5,34,12,14,87,34,16,0,5,7,0,0
8475883,2022,Frederik Andersen,CAR,G,5on4,34,2,2,17,5,3,1,1,0,0,0
8478406,2022,Mackenzie Blackwood,NJD,G,other,22,4,5,23,13,5,1,2,1,0,0
8478406,2022,Mackenzie Blackwood,NJD,G,all,22,60,70,563,174,67,22,21,17,2,1
8478406,2022,Mackenzie Blackwood,NJD,G,5on5,22,44,54,469,135,44,19,14,11,2,1
8478406,2022,Mackenzie Blackwood,NJD,G,4on5,22,10,11,55,22,15,2,3,5,0,0
8478406,2022,Mackenzie Blackwood,NJD,G,5on4,22,2,0,16,4,3,0,2,0,0,0
8476433,2022,Magnus Hellberg,DET,G,other,18,2,2,12,2,4,0,1,1,0,0
8476433,2022,Magnus Hellberg,DET,G,all,18,50,38,443,153,46,19,17,14,0,0
8476433,2022,Magnus Hellberg,DET,G,5on5,18,39,33,361,116,33,15,15,9,0,0
8476433,2022,Magnus Hellberg,DET,G,4on5,18,8,3,58,31,8,4,1,3,0,0
8476433,2022,Magnus Hellberg,DET,G,5on4,18,1,0,8,2,1,0,0,1,0,0
8478470,2022,Sam Montembeault,MTL,G,other,40,7,6,46,21,11,3,1,3,0,0
8478470,2022,Sam Montembeault,MTL,G,all,40,133,156,1295,414,172,36,55,42,0,0
8478470,2022,Sam Montembeault,MTL,G,5on5,40,88,120,1044,305,114,30,41,17,0,0
8478470,2022,Sam Montembeault,MTL,G,4on5,40,37,28,181,77,38,3,13,21,0,0
8478470,2022,Sam Montembeault,MTL,G,5on4,40,1,2,23,10,9,0,0,1,0,0
8478435,2022,Dan Vladar,CGY,G,other,27,5,1,22,18,4,1,3,1,0,0
8478435,2022,Dan Vladar,CGY,G,all,27,72,50,695,202,58,35,22,15,2,1
8478435,2022,Dan Vladar,CGY,G,5on5,27,47,42,553,141,39,28,13,6,2,1
8478435,2022,Dan Vladar,CGY,G,4on5,27,16,6,102,37,13,5,4,7,0,0
8478435,2022,Dan Vladar,CGY,G,5on4,27,2,0,16,6,1,0,2,0,0,0
8479394,2022,Carter Hart,PHI,G,other,55,14,12,80,36,17,4,6,4,0,0
8479394,2022,Carter Hart,PHI,G,all,55,155,153,1667,499,171,44,68,43,0,0
8479394,2022,Carter Hart,PHI,G,5on5,55,101,111,1302,390,114,30,50,21,0,0
8479394,2022,Carter Hart,PHI,G,4on5,55,35,26,234,60,35,7,10,18,0,0
8479394,2022,Carter Hart,PHI,G,5on4,55,2,3,43,7,5,2,0,0,0,0
8477484,2022,Spencer Martin,VAN,G,other,29,5,0,21,12,2,1,3,1,0,0
8477484,2022,Spencer Martin,VAN,G,all,29,107,83,813,251,86,48,29,30,0,0
8477484,2022,Spencer Martin,VAN,G,5on5,29,75,66,680,186,56,42,20,13,0,0
8477484,2022,Spencer Martin,VAN,G,4on5,29,23,16,88,45,23,4,5,14,0,0
8477484,2022,Spencer Martin,VAN,G,5on4,29,4,0,19,7,4,1,1,2,0,0
8480947,2022,Kevin Lankinen,NSH,G,other,19,2,1,26,6,2,1,1,0,0,0
8480947,2022,Kevin Lankinen,NSH,G,all,19,49,55,594,175,58,19,19,11,2,1
8480947,2022,Kevin Lankinen,NSH,G,5on5,19,36,38,474,143,38,15,16,5,2,1
8480947,2022,Kevin Lankinen,NSH,G,4on5,19,11,16,81,20,17,3,2,6,0,0
8480947,2022,Kevin Lankinen,NSH,G,5on4,19,0,0,13,6,1,0,0,0,0,0
8483575,2022,Matt Murray,DAL,G,other,3,0,1,3,0,2,0,0,0,0,0
8483575,2022,Matt Murray,DAL,G,all,3,10,5,60,24,10,4,4,2,0,0
8483575,2022,Matt Murray,DAL,G,5on5,3,8,4,47,16,4,3,4,1,0,0
8483575,2022,Matt Murray,DAL,G,4on5,3,1,0,7,6,2,1,0,0,0,0
8483575,2022,Matt Murray,DAL,G,5on4,3,1,0,3,2,2,0,0,1,0,0
8479496,2022,David Rittich,WPG,G,other,21,8,0,21,13,2,4,2,2,0,0
8479496,2022,David Rittich,WPG,G,all,21,50,31,542,154,39,22,16,12,2,1
8479496,2022,David Rittich,WPG,G,5on5,21,33,29,430,108,28,15,11,7,2,1
8479496,2022,David Rittich,WPG,G,4on5,21,8,2,74,27,4,2,3,3,0,0
8479496,2022,David Rittich,WPG,G,5on4,21,1,0,17,6,5,1,0,0,0,0
8480420,2022,Collin Delia,VAN,G,other,20,8,1,34,15,3,1,5,2,0,0
8480420,2022,Collin Delia,VAN,G,all,20,62,65,509,174,67,20,20,22,0,0
8480420,2022,Collin Delia,VAN,G,5on5,20,43,49,399,118,54,16,13,14,0,0
8480420,2022,Collin Delia,VAN,G,4on5,20,9,15,62,32,9,1,2,6,0,0
8480420,2022,Collin Delia,VAN,G,5on4,20,2,0,11,7,1,2,0,0,0,0
8480382,2022,Alexandar Georgiev,COL,G,other,62,8,9,63,42,18,4,3,1,0,0
8480382,2022,Alexandar Georgiev,COL,G,all,62,156,183,1857,498,187,62,53,41,0,0
8480382,2022,Alexandar Georgiev,COL,G,5on5,62,105,129,1528,363,113,53,38,14,0,0
8480382,2022,Alexandar Georgiev,COL,G,4on5,62,40,44,221,88,51,5,12,23,0,0
8480382,2022,Alexandar Georgiev,COL,G,5on4,62,2,1,39,5,4,0,0,2,0,0
8480051,2022,Cayden Primeau,MTL,G,other,3,0,0,0,0,2,0,0,0,0,0
8480051,2022,Cayden Primeau,MTL,G,all,3,8,2,50,21,8,1,6,1,0,0
8480051,2022,Cayden Primeau,MTL,G,5on5,3,7,2,39,19,5,1,6,0,0,0
8480051,2022,Cayden Primeau,MTL,G,4on5,3,1,0,11,2,1,0,0,1,0,0
8480051,2022,Cayden Primeau,MTL,G,5on4,3,0,0,0,0,0,0,0,0,0,0
8481611,2022,Pyotr Kochetkov,CAR,G,other,24,7,4,23,19,8,2,4,1,0,0
8481611,2022,Pyotr Kochetkov,CAR,G,all,24,57,58,594,202,63,24,22,11,0,0
8481611,2022,Pyotr Kochetkov,CAR,G,5on5,24,42,37,472,152,40,20,16,6,0,0
8481611,2022,Pyotr Kochetkov,CAR,G,4on5,24,7,16,84,25,12,2,1,4,0,0
8481611,2022,Pyotr Kochetkov,CAR,G,5on4,24,0,1,15,5,3,0,0,0,0,0
8483530,2022,Jaxson Stauber,CHI,G,other,6,0,1,5,6,4,0,0,0,0,0
8483530,2022,Jaxson Stauber,CHI,G,all,6,17,18,190,65,17,8,5,4,0,0
8483530,2022,Jaxson Stauber,CHI,G,5on5,6,13,16,171,50,11,6,4,3,0,0
8483530,2022,Jaxson Stauber,CHI,G,4on5,6,4,1,10,8,2,2,1,1,0,0
8483530,2022,Jaxson Stauber,CHI,G,5on4,6,0,0,3,0,0,0,0,0,0,0
8476932,2022,Anthony Stolarz,ANA,G,other,19,1,1,11,7,1,1,0,0,0,0
8476932,2022,Anthony Stolarz,ANA,G,all,19,51,72,475,158,53,24,14,13,0,0
8476932,2022,Anthony Stolarz,ANA,G,5on5,19,38,54,390,118,38,17,13,8,0,0
8476932,2022,Anthony Stolarz,ANA,G,4on5,19,11,17,62,33,11,6,1,4,0,0
8476932,2022,Anthony Stolarz,ANA,G,5on4,19,1,0,12,0,3,0,0,1,0,0
8481035,2022,Samuel Ersson,PHI,G,other,12,2,0,8,5,0,1,1,0,0,0
8481035,2022,Samuel Ersson,PHI,G,all,12,33,34,329,128,26,16,14,3,0,0
8481035,2022,Samuel Ersson,PHI,G,5on5,12,25,30,272,87,23,14,9,2,0,0
8481035,2022,Samuel Ersson,PHI,G,4on5,12,6,4,36,34,3,1,4,1,0,0
8481035,2022,Samuel Ersson,PHI,G,5on4,12,0,0,13,2,0,0,0,0,0,0
8474596,2022,Jake Allen,MTL,G,other,42,7,3,43,22,20,0,6,1,0,0
8474596,2022,Jake Allen,MTL,G,all,42,145,125,1249,384,172,37,56,52,2,1
8474596,2022,Jake Allen,MTL,G,5on5,42,105,99,963,301,115,32,43,30,0,0
8474596,2022,Jake Allen,MTL,G,4on5,42,31,22,213,50,33,5,7,19,2,1
8474596,2022,Jake Allen,MTL,G,5on4,42,1,1,28,9,3,0,0,1,0,0
8482982,2022,Jet Greaves,CBJ,G,other,1,0,0,0,0,0,0,0,0,0,0
8482982,2022,Jet Greaves,CBJ,G,all,1,3,4,43,16,9,1,1,1,0,0
8482982,2022,Jet Greaves,CBJ,G,5on5,1,3,2,36,10,6,1,1,1,0,0
8482982,2022,Jet Greaves,CBJ,G,4on5,1,0,2,7,6,3,0,0,0,0,0
8482982,2022,Jet Greaves,CBJ,G,5on4,1,0,0,0,0,0,0,0,0,0,0
8467950,2022,Craig Anderson,BUF,G,other,26,4,5,25,15,8,1,2,1,0,0
8467950,2022,Craig Anderson,BUF,G,all,26,76,75,779,245,74,25,33,18,2,1
8467950,2022,Craig Anderson,BUF,G,5on5,26,55,58,599,203,43,20,29,6,2,1
8467950,2022,Craig Anderson,BUF,G,4on5,26,16,11,140,25,19,3,2,11,0,0
8467950,2022,Craig Anderson,BUF,G,5on4,26,1,1,15,2,4,1,0,0,0,0
8479193,2022,Casey DeSmith,PIT,G,other,38,9,3,21,14,10,2,3,4,0,0
8479193,2022,Casey DeSmith,PIT,G,all,38,109,112,1091,331,118,39,40,30,2,1
8479193,2022,Casey DeSmith,PIT,G,5on5,38,77,86,870,260,78,31,30,16,2,1
8479193,2022,Casey DeSmith,PIT,G,4on5,38,22,17,163,47,19,6,7,9,0,0
8479193,2022,Casey DeSmith,PIT,G,5on4,38,1,6,35,5,10,0,0,1,0,0
8476899,2022,Matt Murray,TOR,G,other,26,6,9,37,17,13,1,2,3,0,0
8476899,2022,Matt Murray,TOR,G,all,26,74,72,722,245,76,27,25,22,0,0
8476899,2022,Matt Murray,TOR,G,5on5,26,49,49,567,171,44,21,18,10,0,0
8476899,2022,Matt Murray,TOR,G,4on5,26,15,9,96,46,13,3,4,8,0,0
8476899,2022,Matt Murray,TOR,G,5on4,26,4,5,22,11,6,2,1,1,0,0
8475852,2022,Petr Mrazek,CHI,G,other,39,5,6,36,20,9,2,1,2,0,0
8475852,2022,Petr Mrazek,CHI,G,all,39,132,129,1170,378,143,50,41,41,4,2
8475852,2022,Petr Mrazek,CHI,G,5on5,39,102,100,975,295,104,43,31,28,4,2
8475852,2022,Petr Mrazek,CHI,G,4on5,39,24,21,128,52,24,5,9,10,0,0
8475852,2022,Petr Mrazek,CHI,G,5on4,39,1,2,26,10,5,0,0,1,0,0
8481668,2022,Arturs Silovs,VAN,G,other,5,0,0,0,1,0,0,0,0,0,0
8481668,2022,Arturs Silovs,VAN,G,all,5,14,17,156,32,14,6,2,6,0,0
8481668,2022,Arturs Silovs,VAN,G,5on5,5,11,14,128,25,10,6,2,3,0,0
8481668,2022,Arturs Silovs,VAN,G,4on5,5,2,2,24,2,2,0,0,2,0,0
8481668,2022,Arturs Silovs,VAN,G,5on4,5,1,0,3,0,2,0,0,1,0,0
8479361,2022,Joseph Woll,TOR,G,other,7,1,2,15,6,3,1,0,0,0,0
8479361,2022,Joseph Woll,TOR,G,all,7,15,25,218,58,24,3,9,3,0,0
8479361,2022,Joseph Woll,TOR,G,5on5,7,11,19,170,38,15,2,6,3,0,0
8479361,2022,Joseph Woll,TOR,G,4on5,7,2,3,32,12,5,0,2,0,0,0
8479361,2022,Joseph Woll,TOR,G,5on4,7,1,1,1,2,1,0,1,0,0,0
8476412,2022,Jordan Binnington,STL,G,other,61,11,6,55,35,13,2,4,5,0,0
8476412,2022,Jordan Binnington,STL,G,all,61,194,197,1832,569,180,59,76,59,9,3
8476412,2022,Jordan Binnington,STL,G,5on5,61,135,159,1512,447,123,50,59,26,2,1
8476412,2022,Jordan Binnington,STL,G,4on5,61,39,28,223,63,33,5,12,22,7,2
8476412,2022,Jordan Binnington,STL,G,5on4,61,7,4,38,16,10,1,1,5,0,0
8481031,2022,Ivan Prosvetov,ARI,G,other,7,1,3,13,4,6,0,0,1,0,0
8481031,2022,Ivan Prosvetov,ARI,G,all,7,28,29,243,54,33,10,8,10,0,0
8481031,2022,Ivan Prosvetov,ARI,G,5on5,7,17,15,141,47,12,9,7,1,0,0
8481031,2022,Ivan Prosvetov,ARI,G,4on5,7,9,11,83,2,14,0,1,8,0,0
8481031,2022,Ivan Prosvetov,ARI,G,5on4,7,1,0,6,1,1,1,0,0,0,0
