season,name,team,position,games_played,icetime,goalsFor,penaltiesFor,penalityMinutesFor,hitsFor,takeawaysFor,giveawaysFor,goalsAgainst,penaltiesAgainst,penalityMinutesAgainst
2022,Kuzmenko-Pettersson-Mikheyev,VAN,line,24,11840,17,9,27,58,24,30,12,14,34
2022,Mccabe-Mitchell,CHI,pairing,17,1855,0,1,2,11,9,7,0,2,4
2022,Slavin-Pesce,CAR,pairing,39,2262,2,1,2,12,5,10,1,2,4
2022,Theodore-Pietrangelo,VGK,pairing,30,1337,3,0,0,7,1,3,2,1,10
2022,Megna-Ferraro,SJS,pairing,28,1979,0,2,6,8,6,4,1,0,0
2022,Kaprizov-Hartman-Zuccarello,MIN,line,21,13792,12,15,28,57,27,35,10,14,30
2022,Beaulieu-Shattenkirk,ANA,pairing,36,12694,10,22,56,76,21,28,14,11,34
2022,Wood-Hughes-Bratt,NJD,line,18,777,2,0,0,8,2,2,0,1,2
2022,Johansson-Strome-Sheary,WSH,line,13,1541,1,1,2,10,3,1,2,0,0
2022,Kostin-Nugent-Hopkins-Janmark,EDM,line,17,8335,9,15,30,68,18,22,6,12,24
2022,Ritchie-Mcbain-Kassian,ARI,line,10,784,0,1,2,8,0,5,0,0,0
2022,Robertson-Pavelski-Johnston,DAL,line,47,2518,0,6,12,8,6,8,1,0,0
2022,Marchment-Glendening-Gurianov,DAL,line,13,1390,0,3,6,15,1,5,0,1,2
2022,Van Riemsdyk-Cates-Konecny,PHI,line,13,2027,1,1,2,8,4,3,1,0,0
2022,Gudbranson-Blankenburg,CBJ,pairing,25,5543,4,3,6,31,11,11,6,6,12
2022,Kreider-Zibanejad-Panarin,NYR,line,10,2194,4,0,0,16,9,8,0,2,4
2022,Matheson-Savard,MTL,pairing,32,14496,8,13,29,80,29,64,5,14,31
2022,Nosek-Coyle-Foligno,BOS,line,16,723,0,1,2,10,1,4,0,0,0
2022,Lucic-Backlund-Coleman,CGY,line,20,926,0,1,2,12,2,3,1,0,0
2022,Jarvis-Aho-Svechnikov,CAR,line,36,8971,11,9,18,47,41,32,4,8,16
2022,Lehkonen-Compher-O'Connor,COL,line,25,1351,1,2,4,11,4,2,2,1,2
2022,Martinez-Whitecloud,VGK,pairing,37,5370,2,6,15,44,12,10,4,4,11
2022,Siegenthaler-Severson,NJD,pairing,57,6836,3,5,13,32,11,20,6,2,7
2022,Rodrigues-Newhook-Kaut,COL,line,12,3880,3,1,2,20,10,10,3,2,4
2022,Saad-Acciari-Barbashev,STL,line,16,1979,1,1,2,21,2,4,0,2,4
2022,Bryson-Lyubushkin,BUF,pairing,38,16864,8,12,24,93,37,26,15,14,28
2022,Fehervary-Irwin,WSH,pairing,33,7355,6,5,10,91,16,21,8,9,16
2022,Colton-Bellemare-Perry,TBL,line,14,1638,0,1,2,15,3,6,0,3,6
2022,Ekman-Larsson-Burroughs,VAN,pairing,18,2073,1,7,23,14,3,0,2,5,19
2022,Johnson-Jones,CHI,pairing,36,12388,1,9,18,87,36,31,12,6,15
2022,Schmaltz-Boyd-Keller,ARI,line,40,15432,11,15,33,44,36,46,13,23,51
2022,Lee-Horvat-Holmstrom,NYI,line,11,3594,0,3,6,16,5,8,3,6,12
2022,Nurse-Kulak,EDM,pairing,51,2609,7,3,6,19,8,10,2,4,8
2022,Blais-Goodrow-Gauthier,NYR,line,10,3136,3,4,11,30,2,6,4,4,11
2022,Schmaltz-Hayton-Keller,ARI,line,43,21171,26,19,46,70,43,66,16,24,51
2022,Graves-Severson,NJD,pairing,55,16439,15,15,30,88,32,42,11,11,22
2022,Greer-Coyle-Frederic,BOS,line,23,4315,5,10,35,36,9,10,2,8,31
2022,Draisaitl-Mcdavid-Puljujarvi,EDM,line,13,2207,1,0,0,8,1,11,4,2,4
2022,Ferraro-Benning,SJS,pairing,56,10195,7,15,33,89,25,27,10,12,25
2022,Montour-Ekblad,FLA,pairing,37,2133,0,2,4,6,2,8,4,2,4
2022,Beauvillier-Nelson-Bailey,NYI,line,21,4639,3,3,6,21,20,15,6,3,6
2022,Seeler-Braun,PHI,pairing,27,7831,4,9,18,66,11,15,5,9,20
2022,Fischer-Mcbain-Kassian,ARI,line,10,713,0,2,4,15,4,0,0,0,0
2022,Zadorov-Tanev,CGY,pairing,59,5926,5,11,25,50,12,7,4,6,15
2022,Forsberg-Johansen-Duchene,NSH,line,28,2771,1,2,4,16,8,9,3,3,6
2022,Gaudreau-Jenner-Laine,CBJ,line,37,14784,14,7,14,81,26,31,12,14,28
2022,Dunn-Borgen,SEA,pairing,34,1524,3,1,2,9,6,2,1,3,6
2022,Hughes-Bear,VAN,pairing,44,18089,18,15,28,106,37,37,11,23,44
2022,Murray-Bouchard,EDM,pairing,11,3769,0,4,8,47,8,16,5,5,10
2022,Rodrigues-Compher-Nichushkin,COL,line,20,992,0,0,0,7,1,1,0,0,0
2022,Marchessault-Eichel-Smith,VGK,line,19,964,0,1,2,8,3,3,1,3,6
2022,Fiala-Kupari-Grundstrom,LAK,line,12,5323,7,4,8,43,6,14,5,5,10
2022,Morrissey-Pionk,WPG,pairing,64,27523,26,27,60,178,51,62,20,33,72
2022,Kulikov-Klingberg,ANA,pairing,27,9827,9,14,31,54,13,24,14,11,25
2022,Jonsson-Fjallby-Gustafsson-Maenalanen,WPG,line,16,3164,3,6,14,36,9,9,1,2,4
2022,Verhaeghe-Bennett-Reinhart,FLA,line,28,1077,0,1,2,13,3,1,2,2,4
2022,Barabanov-Couture-Meier,SJS,line,38,5117,3,4,8,35,9,14,4,4,8
2022,Schenn-Bear,VAN,pairing,19,1052,0,3,6,9,0,3,0,1,2
2022,Smith-Sissons-Jeannot,NSH,line,17,2383,2,6,24,48,6,5,1,5,22
2022,Staal-Montour,FLA,pairing,67,40741,32,49,116,245,93,98,28,58,137
2022,Berni-Bjork,CBJ,pairing,14,1035,1,5,10,14,1,3,1,0,0
2022,Byram-Manson,COL,pairing,16,7821,10,11,28,56,13,13,3,7,20
2022,Czarnik-Veleno-Berggren,DET,line,10,4984,3,5,12,40,10,9,1,9,18
2022,Broberg-Barrie,EDM,pairing,20,1688,2,1,2,8,4,3,0,2,4
2022,Lee-Nelson-Beauvillier,NYI,line,39,18562,20,23,55,117,33,67,11,26,61
2022,Marchessault-Karlsson-Smith,VGK,line,48,23593,14,13,29,127,59,44,18,18,40
2022,Hall-Coyle-Frederic,BOS,line,35,9833,11,4,8,61,27,18,5,14,28
2022,Motte-Pinto-Batherson,OTT,line,17,1764,2,3,6,20,5,7,1,1,2
2022,Tkachuk-Luostarinen-Verhaeghe,FLA,line,16,3564,7,3,6,22,11,10,3,3,6
2022,Holden-Zub,OTT,pairing,20,2008,0,3,6,23,2,11,0,2,4
2022,Jones-Murphy,CHI,pairing,51,4841,5,2,4,34,8,18,0,3,6
2022,Joseph-Dumoulin,PIT,pairing,31,1822,0,1,2,14,5,8,2,2,4
2022,Chiarot-Hronek,DET,pairing,47,20432,10,18,41,145,34,35,15,18,39
2022,Vesey-Trocheck-Goodrow,NYR,line,14,2045,2,1,2,17,7,16,2,3,6
2022,Toews-Manson,COL,pairing,19,2282,1,2,4,9,6,4,0,4,8
2022,Salo-Mayfield,NYI,pairing,11,3362,5,5,10,27,7,11,3,6,12
2022,Boyd-Hayton-Keller,ARI,line,12,1715,0,5,10,5,3,5,2,6,12
2022,Comtois-Lundestrom-Silfverberg,ANA,line,13,3959,1,6,18,15,6,9,2,8,24
2022,Point-Cirelli-Kucherov,TBL,line,21,761,1,1,2,5,0,2,1,2,4
2022,Holden-Hamonic,OTT,pairing,43,3820,3,2,4,38,9,12,8,2,4
2022,Tanev-Wennberg-Donato,SEA,line,16,783,0,0,0,10,2,2,0,0,0
2022,Liljegren-Timmins,TOR,pairing,15,761,0,1,2,3,1,0,0,0,0
2022,Boldy-Eriksson Ek-Kaprizov,MIN,line,18,888,0,0,0,8,3,1,0,1,2
2022,Staal-Mahura,FLA,pairing,31,3332,2,2,4,24,2,10,2,2,4
2022,Cotter-Stephenson-Kessel,VGK,line,18,2862,2,4,11,20,7,7,4,3,9
2022,Jonsson-Fjallby-Stenlund-Maenalanen,WPG,line,10,1960,1,2,6,14,5,5,2,1,2
2022,Byram-Macdermid,COL,pairing,11,760,0,2,4,3,0,0,1,0,0
2022,Ritchie-Mcbain-Fischer,ARI,line,21,4121,2,10,20,58,4,8,4,5,12
2022,Dickinson-Lafferty-Blackwell,CHI,line,14,1916,2,3,6,17,5,6,3,2,4
2022,Fiala-Lizotte-Anderson-Dolan,LAK,line,12,4191,4,3,6,18,5,9,6,2,4
2022,Macdonald-Karlsson,SJS,pairing,15,3148,1,6,12,17,9,11,2,4,8
2022,Zetterlund-Boqvist-Sharangovich,NJD,line,13,1843,2,0,0,8,3,5,3,2,4
2022,Miller-Lindgren,NYR,pairing,31,1534,0,3,6,12,2,4,0,4,8
2022,Foligno-Coyle-Smith,BOS,line,12,1439,1,1,2,13,3,5,0,1,2
2022,Seeler-Deangelo,PHI,pairing,40,13737,8,11,30,122,22,27,9,18,42
2022,Rielly-Giordano,TOR,pairing,43,2662,2,0,0,10,11,11,1,3,6
2022,Sundqvist-Veleno-Berggren,DET,line,16,1780,1,2,4,12,2,4,1,0,0
2022,Bayreuther-Bjork,CBJ,pairing,14,3182,1,6,15,28,6,3,4,3,9
2022,Benoit-Vaakanainen,ANA,pairing,11,3950,1,10,23,28,4,4,5,6,15
2022,Savard-Kovacevic,MTL,pairing,26,1237,1,0,0,8,1,6,2,1,2
2022,Crouse-Hayton-Maccelli,ARI,line,18,614,0,0,0,11,2,1,0,0,0
2022,Hakanp-Lundkvist,DAL,pairing,21,847,0,0,0,12,2,2,0,0,0
2022,Larsson-Schultz,SEA,pairing,43,2369,1,2,4,11,8,4,2,3,6
2022,Holl-Liljegren,TOR,pairing,29,1444,1,1,2,11,2,4,0,1,2
2022,Huberdeau-Kadri-Dube,CGY,line,16,1785,5,2,4,17,2,7,0,3,6
2022,Faulk-Parayko,STL,pairing,55,3623,2,2,4,17,7,6,1,1,4
2022,Jeannot-Parssinen-Trenin,NSH,line,19,2409,0,3,9,37,7,3,2,3,9
2022,Niemelainen-Bouchard,EDM,pairing,19,4595,5,2,4,45,11,14,4,7,14
2022,Verhaeghe-Lundell-Reinhart,FLA,line,16,2191,1,5,10,9,10,14,1,1,2
2022,Sergachev-Cole,TBL,pairing,55,6441,4,9,18,40,15,24,2,4,8
2022,Romanov-Aho,NYI,pairing,31,1249,0,1,2,11,5,4,0,2,4
2022,Pelech-Pulock,NYI,pairing,49,34208,30,38,85,300,58,95,19,27,63
2022,Lindell-Lundkvist,DAL,pairing,37,5356,4,4,8,31,14,19,4,5,10
2022,Colton-Paul-Perry,TBL,line,18,963,0,0,0,8,2,1,0,1,2
2022,Kotkaniemi-Stepan-Noesen,CAR,line,15,3248,1,2,4,22,7,7,0,2,4
2022,Jeannot-Sissons-Trenin,NSH,line,40,9330,6,14,31,125,13,25,6,14,34
2022,Tanev-Gourde-Kuhlman,SEA,line,10,1231,0,2,7,10,4,5,0,1,5
2022,Johansson-Kuznetsov-Mantha,WSH,line,12,1084,0,2,4,7,2,4,1,0,0
2022,Brodin-Dumba,MIN,pairing,47,39949,24,66,156,277,74,62,14,54,133
2022,Mikheyev-Horvat-Boeser,VAN,line,16,6071,10,1,2,32,13,18,4,7,14
2022,Robinson-Jenner-Olivier,CBJ,line,13,668,0,0,0,11,0,2,2,1,2
2022,Ehlers-Scheifele-Wheeler,WPG,line,14,4234,4,2,7,17,7,24,3,5,13
2022,Perfetti-Lowry-Wheeler,WPG,line,23,1098,0,2,7,7,2,2,1,3,9
2022,Maroon-Cirelli-Colton,TBL,line,10,2967,2,4,11,36,6,7,0,7,17
2022,Parise-Pageau-Cizikas,NYI,line,25,2088,0,1,2,17,4,7,0,2,4
2022,Nugent-Hopkins-Mcdavid-Puljujarvi,EDM,line,11,3181,0,3,6,24,5,1,1,7,14
2022,Saad-Schenn-Kyrou,STL,line,11,3117,0,1,2,14,4,7,4,0,0
2022,Henrique-Strome-Zegras,ANA,line,10,1832,2,2,4,4,3,5,2,3,6
2022,Schwartz-Beniers-Eberle,SEA,line,42,9293,6,6,12,46,32,20,8,10,20
2022,Stastny-Stepan-Noesen,CAR,line,33,11167,5,7,17,75,30,23,6,12,27
2022,Jarvis-Kotkaniemi-Noesen,CAR,line,10,950,1,1,2,3,3,0,0,1,2
2022,Hall-Zacha-Pastrnak,BOS,line,10,2511,3,3,6,23,8,9,3,0,0
2022,Gaudreau-Jenner-Marchenko,CBJ,line,18,7576,6,5,10,35,11,17,9,4,8
2022,Moser-Soderstrom,ARI,pairing,15,913,1,0,0,8,0,4,0,2,4
2022,Schenn-Buchnevich-Kyrou,STL,line,15,1213,2,2,7,7,1,4,1,1,5
2022,Mcdonagh-Ekholm,NSH,pairing,20,5979,5,4,8,51,19,14,4,7,14
2022,Huberdeau-Backlund-Toffoli,CGY,line,12,941,3,1,5,8,1,1,0,3,9
2022,Jones-Lundestrom-Silfverberg,ANA,line,18,2406,0,7,14,8,4,4,2,2,4
2022,Mcginn-Poehling-Archibald,PIT,line,10,3259,2,4,8,33,6,3,0,4,8
2022,Maccelli-Bjugstad-Fischer,ARI,line,16,884,1,0,0,4,2,4,0,1,2
2022,Foligno-Greer-Frederic,BOS,line,15,1805,3,3,9,22,3,3,0,3,9
2022,Hughes-Ekman-Larsson,VAN,pairing,34,3004,6,1,2,14,7,4,5,4,8
2022,Athanasiou-Domi-Kane,CHI,line,34,15865,10,20,47,79,55,58,10,13,27
2022,Edmundson-Wideman,MTL,pairing,13,2130,4,3,6,19,2,10,3,2,4
2022,Peeke-Gudbranson,CBJ,pairing,57,7399,3,8,16,53,11,16,10,7,14
2022,Ristolainen-Braun,PHI,pairing,19,805,1,1,2,8,2,2,1,0,0
2022,Huberdeau-Lindholm-Toffoli,CGY,line,32,9948,3,11,22,50,19,29,4,6,12
2022,Stamkos-Point-Kucherov,TBL,line,57,15533,15,9,21,83,39,47,8,26,57
2022,Boldy-Eriksson Ek-Shaw,MIN,line,12,1539,2,2,4,11,3,3,1,0,0
2022,Hyman-Mcdavid-Janmark,EDM,line,12,1711,0,1,0,9,4,7,1,2,4
2022,Mccann-Gourde-Tanev,SEA,line,10,2887,2,3,6,26,9,9,1,5,10
2022,Josi-Mcdonagh,NSH,pairing,53,32118,33,46,108,245,68,92,13,37,89
2022,Killorn-Paul-Stamkos,TBL,line,35,15357,18,16,32,125,41,58,8,15,32
2022,Pitlick-Alexandrov-Toropchenko,STL,line,18,6720,5,8,18,72,16,10,4,10,20
2022,Sheary-Kuznetsov-Mantha,WSH,line,12,2394,1,4,8,15,3,11,2,7,14
2022,Giordano-Holl,TOR,pairing,60,31678,22,43,98,218,78,96,21,44,97
2022,Olofsson-Krebs-Peterka,BUF,line,11,3200,1,3,6,15,6,6,6,3,6
2022,Rodrigues-Compher-O'Connor,COL,line,11,643,1,1,2,6,0,3,1,1,2
2022,Morrissey-Demelo,WPG,pairing,57,35877,27,44,104,229,71,100,28,44,96
2022,Debrusk-Bergeron-Hall,BOS,line,10,983,2,1,2,10,2,1,0,2,4
2022,Van Riemsdyk-Frost-Allison,PHI,line,18,827,0,2,4,11,0,1,0,2,4
2022,Mikkola-Parayko,STL,pairing,41,11851,4,12,32,96,25,28,11,9,24
2022,Mcdonagh-Carrier,NSH,pairing,33,3812,1,1,2,40,12,5,1,3,6
2022,Tkachuk-Sttzle-Batherson,OTT,line,51,17397,15,20,43,183,40,63,22,19,41
2022,Skinner-Mittelstadt-Olofsson,BUF,line,11,931,0,0,0,0,6,3,1,0,0
2022,Kiviranta-Faksa-Dellandrea,DAL,line,16,1708,0,2,4,14,3,5,1,0,0
2022,Ovechkin-Strome-Mantha,WSH,line,19,1053,2,1,2,11,1,4,0,0,0
2022,Matheson-Barron,MTL,pairing,17,8447,7,9,21,60,21,27,4,5,13
2022,Rutta-Ruhwedel,PIT,pairing,13,2972,2,6,12,38,7,3,2,2,4
2022,Nurse-Niemelainen,EDM,pairing,12,701,0,1,2,10,0,2,0,1,2
2022,Hyman-Mcdavid-Yamamoto,EDM,line,14,928,1,0,0,8,1,0,1,3,8
2022,Necas-Kotkaniemi-Svechnikov,CAR,line,43,13850,10,27,54,95,33,40,8,17,34
2022,Lindblom-Sturm-Svechnikov,SJS,line,14,823,0,0,0,6,1,1,0,2,4
2022,Mantha-Eller-Aube-Kubel,WSH,line,13,2526,1,5,16,22,9,4,2,3,9
2022,Drury-Stepan-Noesen,CAR,line,11,3875,5,6,12,29,9,3,1,6,10
2022,Hoffman-Dvorak-Dadonov,MTL,line,16,3376,2,3,6,15,4,14,2,2,4
2022,Macdonald-Manson,COL,pairing,12,3433,2,2,7,23,7,11,2,3,9
2022,Kulikov-Vaakanainen,ANA,pairing,20,2042,1,0,0,13,2,5,1,1,2
2022,Marchment-Benn-Seguin,DAL,line,16,1605,2,3,9,16,3,2,1,2,7
2022,Hedman-Perbix,TBL,pairing,51,13397,12,10,23,88,48,49,6,14,31
2022,Sandin-Liljegren,TOR,pairing,38,21961,19,23,51,172,50,73,12,23,53
2022,Johnson-Domi-Kane,CHI,line,15,6578,5,6,12,42,18,23,5,2,4
2022,Hedman-Cernak,TBL,pairing,52,13682,8,19,44,74,34,36,12,16,38
2022,Iafallo-Danault-Arvidsson,LAK,line,24,11037,7,10,20,57,19,19,7,13,26
2022,Maatta-Oesterle,DET,pairing,29,15942,6,17,34,103,21,26,18,20,40
2022,Kane-Mcdavid-Yamamoto,EDM,line,10,3998,1,6,14,35,12,13,2,6,12
2022,Bayreuther-Blankenburg,CBJ,pairing,13,1361,0,0,0,7,4,3,0,1,2
2022,Marino-Hamilton,NJD,pairing,37,2012,1,1,2,16,7,10,0,0,0
2022,Luostarinen-Lundell-Reinhart,FLA,line,23,3763,4,5,13,14,9,7,2,5,13
2022,Nosek-Foligno-Smith,BOS,line,16,3955,2,8,19,38,8,7,3,4,11
2022,Laughton-Hayes-Tippett,PHI,line,17,3517,2,5,10,19,3,5,5,3,6
2022,Power-Pilut,BUF,pairing,12,1164,4,1,2,2,6,2,0,0,0
2022,Laughton-Cates-Macewen,PHI,line,11,1917,1,3,9,19,1,5,1,2,7
2022,Kempe-Kopitar-Vilardi,LAK,line,19,9053,4,4,8,45,16,29,3,9,18
2022,Anderson-Roy,LAK,pairing,46,1882,3,2,4,11,3,4,2,1,2
2022,Skinner-Thompson-Quinn,BUF,line,21,4644,6,5,13,17,11,12,6,7,17
2022,O'Brien-Boyd-Fischer,ARI,line,15,1344,1,0,0,26,3,6,2,1,2
2022,Lomberg-Lundell-Reinhart,FLA,line,20,5604,4,7,20,55,8,20,5,8,25
2022,Edmundson-Savard,MTL,pairing,34,8172,4,4,8,43,7,28,9,4,8
2022,Gavrikov-Bayreuther,CBJ,pairing,15,857,0,0,0,2,2,0,0,2,4
2022,Cogliano-Eller-O'Connor,COL,line,11,5556,2,9,18,34,15,12,2,8,16
2022,Power-Jokiharju,BUF,pairing,47,35083,31,38,83,136,76,75,30,45,99
2022,Ritchie-Hayton-Schmaltz,ARI,line,14,871,2,3,6,9,3,7,1,2,4
2022,Skjei-De Haan,CAR,pairing,20,974,0,0,0,4,2,3,0,1,2
2022,Dahlin-Samuelsson,BUF,pairing,44,33557,31,33,72,158,60,61,29,35,73
2022,Benoit-Shattenkirk,ANA,pairing,56,22135,12,27,55,147,35,37,19,14,31
2022,Jones-Schneider,NYR,pairing,16,9578,4,9,18,93,18,31,5,5,10
2022,Alexeyev-Van Riemsdyk,WSH,pairing,13,1716,2,1,2,11,5,6,1,2,4
2022,Nichushkin-Mackinnon-Rantanen,COL,line,26,2606,2,2,4,14,2,6,1,3,6
2022,Luostarinen-Bennett-Reinhart,FLA,line,16,2140,0,3,6,18,1,5,2,2,4
2022,Kaprizov-Gaudreau-Zuccarello,MIN,line,32,7946,5,8,16,32,24,16,3,7,14
2022,Lucic-Lindholm-Toffoli,CGY,line,20,1986,2,1,2,20,6,7,2,1,2
2022,Harris-Savard,MTL,pairing,41,8428,1,10,23,30,9,34,4,7,15
2022,Engvall-Kampf-Aston-Reese,TOR,line,22,4050,1,0,0,28,10,13,2,0,0
2022,Merrill-Spurgeon,MIN,pairing,45,2825,1,1,2,23,7,5,0,2,4
2022,Zucker-Crosby-Rakell,PIT,line,29,821,1,1,2,11,1,4,1,0,0
2022,Mittelstadt-Krebs-Quinn,BUF,line,10,2853,3,4,8,26,4,7,1,2,4
2022,Jones-Mctavish-Terry,ANA,line,18,6317,7,6,15,22,11,12,4,6,15
2022,Deslauriers-Sedlak-Macewen,PHI,line,15,948,1,3,9,15,1,3,0,4,11
2022,Hronek-Seider,DET,pairing,36,1570,1,0,0,14,2,6,2,4,10
2022,Boqvist-Gudbranson,CBJ,pairing,26,2638,5,3,6,15,3,4,2,3,6
2022,Provorov-Sanheim,PHI,pairing,65,6698,2,7,17,41,7,12,5,4,11
2022,Moore-Danault-Arvidsson,LAK,line,43,26602,13,28,61,146,40,61,17,21,42
2022,Johnson-Jones,CHI,pairing,39,11581,4,10,20,81,32,34,11,8,16
2022,Newhook-Mackinnon-Rantanen,COL,line,15,1001,2,0,0,8,4,3,1,2,4
2022,Van Riemsdyk-Laughton-Konecny,PHI,line,13,764,2,1,2,4,0,1,1,1,2
2022,Girard-Englund,COL,pairing,27,3348,3,5,10,24,10,3,2,1,2
2022,Sanheim-Deangelo,PHI,pairing,59,19512,12,23,52,147,31,46,18,26,58
2022,Robinson-Sillinger-Olivier,CBJ,line,16,1879,0,1,2,32,5,3,1,2,4
2022,Oleksiak-Soucy,SEA,pairing,36,1771,2,2,4,13,3,4,1,3,6
2022,Stephenson-Eichel-Marchessault,VGK,line,17,1562,3,4,8,10,4,6,2,2,4
2022,Chychrun-Gostisbehere,ARI,pairing,32,31609,28,29,63,195,61,106,19,42,91
2022,Lomberg-Cousins-Staal,FLA,line,31,9802,7,16,35,83,23,24,6,12,27
2022,Stillman-Schenn,VAN,pairing,21,3697,2,3,9,43,6,11,4,2,7
2022,Werenski-Peeke,CBJ,pairing,10,2312,1,0,0,12,4,3,1,2,4
2022,Lucic-Kadri-Huberdeau,CGY,line,25,10872,11,12,30,70,28,29,7,16,38
2022,Huberdeau-Kadri-Coleman,CGY,line,11,669,1,1,5,5,0,2,3,1,5
2022,Newhook-Compher-Rodrigues,COL,line,16,1021,0,0,0,3,1,1,2,0,0
2022,Carrier-Roy-Kolesar,VGK,line,37,17190,14,15,36,217,35,29,11,18,42
2022,York-Ristolainen,PHI,pairing,24,4230,2,5,10,26,8,9,4,3,6
2022,Kreider-Trocheck-Goodrow,NYR,line,14,2818,3,3,6,25,9,3,1,0,0
2022,Kiersted-Montour,FLA,pairing,15,1661,1,1,2,13,3,2,0,2,4
2022,Debrusk-Coyle-Marchand,BOS,line,23,651,1,1,5,4,1,4,0,1,5
2022,Fowler-Beaulieu,ANA,pairing,25,2429,1,4,14,14,3,5,2,6,18
2022,Zegras-Mctavish-Terry,ANA,line,23,1163,1,1,2,2,2,3,1,1,2
2022,Leddy-Bortuzzo,STL,pairing,18,1477,1,0,0,11,0,5,1,0,0
2022,Nurse-Bouchard,EDM,pairing,66,7694,8,11,25,47,16,21,5,13,29
2022,Christiansen-Gudbranson,CBJ,pairing,15,6728,3,10,23,43,10,16,5,1,5
2022,Martinez-Pietrangelo,VGK,pairing,55,44037,35,29,64,268,119,85,23,41,88
2022,Maatta-Seider,DET,pairing,44,2021,1,1,2,17,3,5,3,1,2
2022,Brannstrom-Hamonic,OTT,pairing,35,2554,2,8,25,26,7,6,1,4,17
